username,like,content,ctime,topic
天堂的痕迹,386,现在下乡骗人的各种皮包公司太多了。前几天我妈突然打电话来说想装一个净水器，她说业务员跟她说各种补贴优惠，原价5500的净水器只需要1500，让我给她转钱。我一听那个牌子，没听过啊，1500也并不便宜，很多大牌5层过滤也就这个价。上淘宝搜，没搜到这个品牌！注意，是没搜到品牌！不止是对应的型号没搜到，品牌都没有！然后又按业务员说的，去京东搜，确实有，价格5500，没错。但整个专卖店没有一笔交易！当骗子都不上点心。我又回到淘宝，把骗子发的产品图片放上去一艘，有了！外观一样，品牌不同，售价400！[生气],2023-03-21 16:25:38,0
土包子狗剩,246,广东的过来农村找老人谈，说得我爸都铁了心要搞，最后我叫停了。房主向银行贷款给他们公司买材料和安装，按光伏瓦数来算工程款，每瓦6块。光伏板质保25年，发电率低于8成包更换。发的电卖给电网，说是理想状态一个月的发电钱能抵上大部分的月还款，自己掏一点就行，还完十年贷后面就是净赚。我说你这个理想状态是按西北地区来算的吧，广东的年日照量比西北差了有一倍吧，还有不可预估的台风天气，这东西装在楼顶第一年说不定就全毁了，保修也不保这种损坏。,2023-03-21 10:47:31,1
需要辅助的逗比,165,up所说的模式并非所有公司，现在市面上主流的是找大的家电品牌，例如格力，创维等，当然不否认的的确确有些公司是按照这个模式走的，骗贷款拍屁股走人。贷款的模式本来是个好的想法，被一部人钻空子了而已。就像up说的，一定要看清楚贷款方是谁。我家就在做这个业务，我假期也发展了几户。但同时就眼睁睁的看着有的农户被骗贷款了以后夜夜愁，虽然我们家是做这个的还是建议大家在分不清贷款方的情况下不要签合同！在分不清贷款方的情况下不要签合同！在分不清贷款方的情况下不要签合同！ 国家已经完善这方面的法律了，如果真要装一定选大的公司，虽然利益没有那么高但是一定不敢坑人。利益高的离谱的基本全是贷款的。,2023-03-21 07:57:12,0
白颂丶,124,作为村干部，我说一下，除了政府帮助脱贫户和边缘户做的光伏发电，其他私人的尽量不要相信，他们干完说不定就拍拍屁股走了，后面找他们都找不到，而且光伏这玩意容易出问题，发电量下降啥的，政府帮助的会每年根据发电量进行检查，私人的可就不一定了[笑],2023-03-22 12:01:07,0
骠骑大将军啊,110,"我前年做个这个销售。怎么说呢，销售，银行签收人员，安装人员，电站人员，嗯，提成按瓦。安装多少提成多少。成本户主贷款，款按照公司价格报价。基本一半一半。售后，别想了。我曾经有一家客户施工队没做好防水，房顶漏水，三天两头跑，找施工队，人家不管售后，让去找公司。找公司，公司说售后是外包的，找到电话，找到人，还是做施工的那几个人。一直拖。一直拖。最后我跟我伙伴自己掏钱，防水胶，封堵泥，什么的买了一大堆，我俩挂着安全带给人家一点点补。没干过这么窝囊的工作。真的。后来有朋友问我这东西怎么怎么样。我回答是。要么你有钱，自己去找工厂买。别去找中间人，自己买。电站自己去申请容量，并网，村里社区电工，供电所什么的业务人员，多问几个，但是这两天，也问不出什么。
要是你没钱。还想贷款什么的，不多说，别碰这个4间房，成本是贷款金额的50％左右，什么光伏板啊。逆变器啊。一天一个型号一个规格。干啦一段时间。受不了那个，感觉跟诈骗一样。",2023-03-21 16:39:39,0
靓徐,99,我家就搞了，但是要我们出钱，我记得是好几万，现在好多年了，回来了3万多，好像是，我爸说还有2年多的样子就能回本，但是我还是觉得亏，主要是以后可以有问题，然后要维修费，到时候怎么搞？[辣眼睛]今年过年的时候我跟我爸说是不是有问题这个，因为网上我看到了所谓的骗局，我爸说我们的不是，然后就没提这件事，所以说我这到底是好还是差[无语][无语],2023-03-21 17:20:50,1
zq游戏人间,47,要用我房子楼顶，我没同意，不管什么收益，八米多高房顶，季风气候，我倒是怕八九级风把它掀院子里去伤到人。,2023-03-21 23:39:45,1
兔子爱磨牙,145,天天来骗，还专找穷人。因为有钱的不缺他这点电费钱[doge],2023-03-20 22:52:27,0
万奈俱寂,54,评论里说没见过骗农户的都是  洗地的！,2023-03-21 10:10:27,2
不在常用地登录,46,大道理我不懂，但是我不信你上门给我送钱，就这么简单。[吃瓜]去年要不是我在家我爸就被忽悠着装上了。,2023-03-21 15:53:27,1
灯ぃ晃,40,反正谨记一点，天上不会掉馅饼，没人会嫌钱多把钱送给你。只玩不贪小便宜，他就骗不了你,2023-03-21 08:34:35,1
张大Duang,33,作为光伏从业人员来说一下吧，起初农村安装光伏只有一种模式，这种模式确实是农户只出一个平方面，而且不涉及后期任何风险，拆迁也可以拿到政府补偿，板子也有保险，就是周期比较长25年。但是现在出现了15年，18年，20年的。有贷款，以及金融性租赁（在我看来也是贷款的一种）。做电视的某维，做电器的某泰等公司现在大力推广这种模式，而且农户觉得划算，因为直接反大量现金，算是市场搅屎棍了。我只建议做25年的模式，而且要看清楚合同，25年模式一般都是规避了用户风险的，另外记得找大公司。今年因为这些贷款以及金融租赁搞得我们这些正儿八经做纯租赁模式的特别难[无语]，以后出问题了还要被说搞光伏的都是骗子。,2023-03-21 18:05:23,0
千恣谑,31,银行总是可以不承担任何风险和责任，房地产也好、光伏也好。,2023-03-21 10:24:01,2
早睡早起丶吃嘛嘛香,11,看合同好像挺好的，看不出来哪里有毛病,2023-03-27 12:08:18,2
石阿森,29,前些天家里说村里来了租面积25年，一片给50还是60来着，算算能按个70片一年能3到4千，准备装，我就想找明白人问问，还没行动呢那边就要往家里拉料了，我问家里人都弄明白了？家里就说不要紧人家有些已经安装了，咱不懂这个东西，去网上看看有好的有坏的，心里没谱，又听家里人说照了身份证户口本房产证，等安装完再签合同，虽然先给合同什么的都不一定能避坑，但这也太草率了吧，感觉不靠谱所以就赶紧让家里人去辞了，先不说真假，25年时间太长，正屋房顶一片，得打不少眼，过些年螺丝固定什么的老化，刮个大风都怕掉下来几片，怕有安全隐患，听别人说还有安装的屋里温度还很低，算了吧感觉不值当,2023-03-21 10:28:26,1
憨特吴,26,有问题的不是光伏，而是骗农民签订贷款合同。有问题的不是产品，而是销售手段,2023-03-23 00:26:33,2
请你吃饭团,6,记住好事不会自己送上门[doge],2023-03-22 21:30:21,1
午夜16,6,光伏不是骗局，人才是,2023-03-22 01:17:16,2
嘉然今天睡懒觉,25,谁能帮我看一下这个有什么坑吗？家里老人劝不住，非要装。,2023-03-21 18:09:03,1
骠骑大将军啊,28,对了。有点地方有国家扶贫政策，就是国家给安装，户主不用任何东西。但是钱都到户主手里的，前提是国家项目，扶贫项目，这个在西柏坡那边是有的，确实有，那个才是真的光伏发电利民，但凡是到家里推销什么什么天合，平泰，什么合众，说什么贷款。租房顶。一年多少钱，签合同，一块板给你多少钱，如果公司良心点的，可能会带你本人去走流程，就是申请容量啊，变电所走手续啊，但是肯定不会带着去选板子，逆变器材料的。顶多给一个材料选择，就是支架。。好点的镀锌。。。黑点的直接4x4的方钢。。。要是闲的没事，听他们给讲讲故事就行了,2023-03-21 16:49:13,0
鲨齿贱,23,超大片光伏发电站，都是国家出资，收益20%归国家回本，80%归当地政府，说穿了是国家扶贫项目，光伏盈利？做梦吧[doge],2023-03-21 14:46:00,0
北温带的风,22,这不是“全说商业”的一段讲解吗，你把画面改了就成你的了[doge]甚至声音还是原声。,2023-03-21 13:52:16,2
飞转DK,6,我们村都是不要钱，每年给600度免费电。。。。,2023-03-21 08:40:21,1
若我不是个菜鸡,6,我在找工作，有个人就是说让我陪他，安装这个光伏设备，叫我明天去面试[tv_呆],2023-03-20 23:47:12,0
长耳枭想,25,以偏概全，有一些公司确实存在这种现象，但是不是所有公司都是这种模式，按光伏首先选好公司，之后要好好看合同条款，安装正规模式是可以的，我十年前全款安装的已经纯收益4年多了,2023-03-21 08:42:31,0
你是逗熊的,8,他们是卖设备的，农民贷款买下来，发电的钱每月还贷款,2023-03-21 20:45:40,0
蛙声一片鸭,17,我说一个，这个东西特别重，安装前考虑一下自己家房子承重，还有后期如果屋顶坏了咋维修，拆这个工人都不想干，[doge],2023-03-21 14:33:12,1
趋生活,15,我家也装了，我爸每个月要还贷款九百块，发电能卖五六百块。一开始公司还在，后来公司都倒闭完了，跑了，没人维护了,2023-03-21 18:42:54,1
夏秋の小森林,6,"刚下班，跟某农商行业务老师聊起。
她们部门由最初的“三农”改成“乡村振兴”，至于为什么改，懂得都懂。
但是，这个曾经的三农和现在的乡村振兴部门更多的业务不是我们传统理解的三农，而是去搞以农村为皮的贷款金融业务去了。(当然，有人说三农事业就不能放贷了吗，那你是对的，确实可以，但他们重心不同了)",2023-03-22 18:10:36,0
先知大大怪,14,别说了，越没钱越被骗，有钱人他们不敢骗，可以用钱打官司让他们吃牢饭。,2023-03-21 08:13:43,2
kyoandmary,4,没有补贴，这东西是入不敷出的…,2023-03-21 11:40:15,0
我帮儿子攒个号,14,我们这不是，就是组你的楼顶一年几百块，维护保养都是他的，不需要管，也不需要购买。你说的那种情况有，但也有就是正常的,2023-03-21 08:21:48,1
wo还能抢救一下,3,"听说一种现象很离谱，理论上是光伏公司租农村屋顶，前几年不给租金用发电抵，后面抵完了发电卖给电网农民就能赚钱了。
后面直接变成农民贷款租光伏公司发电板，稀里糊涂签合同了然后买了大片发电板摆屋顶上。从租客变成房东就说离不离谱",2023-03-27 18:55:12,0
二次元的红狐狸,3,真的是燕过拔毛，自古农民最苦，最累，还要出最多的力，出人头,2023-03-22 21:13:59,1
LV皮含多少皮冻,12,光伏产业我也是有亲戚做过，也跟他做了一段时间。想法是好的，但是实行起来错中复杂的事情太多了层层外包层层分销就会出现很多害群之马。售后这个问题也没人承担，互相甩锅。,2023-03-21 23:37:41,0
试一下万一呢,3,你这都几年前的玩法了。现在是公司自己出钱搭建电站，然后把电站打包出售给国有企业公司。搭建公司出钱农户就出个屋顶。主要是这个东西国有企业和银行真的有钱没处花，特别需要这种绿色，环保，能花钱，稳定且有长期收益的项目。,2023-03-21 20:12:12,1
笨笨的小丑先生,3,说实话我家里也装了，装的价格说是贷款加起来一共是8万吧，然后因为当时爆出来好多都有问题，村子里都没给钱。那个光伏公司一年之后都挨个去告，最后八万变成了两万五，出去定金一次结清。后面他们也是不管了的，现在是第四年吧，好像，已经回本了,2023-03-21 18:44:55,1
墨菲的菲,13,找大公司做就完了，查查公司，百度总会用吧，不要听风就是雨。看了很多评论都是中肯的，如果抖音的话基本就一边倒了，脑子是个好东西,2023-03-21 13:29:27,0
烟灰不寂寞,19,"本人目前正自费装了一套（并网手续预计这周办完）。
对于这种租赁方式的，听说是骗局。",2023-03-21 00:14:40,1
王尪,11,新疆，西藏太阳照射充足，时间长。重要的是他们需求更大，你们为什不去哪里推广，是不是怕挨揍[妙啊][妙啊][妙啊],2023-03-21 13:51:02,0
浊酒空杯,1,00:36 精准扶贫 有给贫困户安装光伏设备  这个有什么坑吗,2023-03-28 09:57:40,0
天蓬社长,10,我家很早就装了，说是国家利好农村项目，设备也算我们的，要五万块，说加上补贴每度电一块多，大概五年回本。结果现在基本上一年2000多块，每度电降到几毛。而且设备坏了也没人问，介绍人也早就跑路了，只能说处处都是坑，村里边不懂的很容易被收割[微笑],2023-03-23 18:30:39,0
LSaynor,9,悄悄的说，我自己做光伏行业的，这玩意用处真不大，只发无储，不能调峰平谷，天气局限也多，没有理论值看着那么好看，其次就算理论值，别说盈利了，回本都是5年往上走,2023-03-22 23:18:21,0
夜鸦菌,8,[doge]问就是租屋顶，我说有一大片山地他又不乐意，哪里出了问题,2023-03-22 03:40:51,0
红衣红发血瞳男子,2,我们这安装的是农户自费安装，花了大几万买设备安装，但一年收益才一万左右，要六年以上才能回本，当然具体能用多少年难说，安装时说什么两年回本，结果六年以上回本把安装的农户套住了！如果损坏究竟是农户自费还是国家负责维修那就不清楚了！总之我姑姑在我爷家房顶上安装了好几年还没回本，只知道大概一年回本一万左右，说的什么两年回本根本就是扯淡，好像是国家收购电力价才一毛左右，而国家出售电力价是最低五毛多，商用工用电八毛，六年以上谁也不知道光伏设备具体能使用多久，要是使用年限不多，回本后就损坏了，那就白弄了，而且自己大几万块钱砸里边毛都收不着，我一开始听到两年回本也是心动的，我觉得最起码怎么也该能用几年，要是两年回本，那收益还可以一年收益三四万，我觉得还不错，但现实很打脸，一年回本一万，回本要六年以上，我都比较担忧怕本钱没回来就损坏了，虽然是我姑姑她出钱弄的，但房子这早晚不还是我的，毕竟已经三十几年的房子了，谁知道还能用几十年，这两年因为安了光伏设备，我爷这两年都被叫我上房扫雪，我也不知道会不会有问题，本来我还说要是划算我还把我这边也安上，但回本太慢我放弃了！只能希望这套设备能用六年以上回本吧！如果回不了本，以我爷的脾气肯定会出些钱和我姑姑共同承担，当然我家和我小姑姑家种地亏损，我姑姑也会给我们补一点亏损，现在种地情况就是十年亏损好几年，只丰收时还有点价时才能有点收益，没闹灾但没价时就是保本，闹点灾价又砸到底基本上是一亩亏损好几千。,2023-03-21 21:04:46,1
時-z,10,大家不要搞这个。骗人的太多了，我朋友家跟姑妈家就因这每个月给银行还贷款,2023-03-21 18:29:27,0
青梅煮豆浆,2,还有种情况，农户直接贷款10几万。,2023-03-21 06:42:10,0
w5155813,2,农村没人玩这app，做的好，你很难火[冷],2023-03-20 21:13:55,1
人菜瘾大的吴老师,10,我是一个在保险业从业了近10年的保险理赔人员。车险理赔4年全岗位，财产险理赔和意康险理赔5年。光伏板属于财产险里面财产综合险的范畴。我们当地一般都是一保三年，和你说的一样是运营商代为投保，一方面保的是风险，另一方面就是维修。有很多都有套用保险责任解决光伏板老化的问题。但是因为索赔金额小，大部分都是睁一只眼闭一只眼。一般农户家里的规模都很小没有你说20万贷款这么多。大部分都是不超过2万，并且不是贷款，都是农户自己负担得起，控制在50块以内。一张板子的成本加安装也就四五百块钱，275瓦规模的。你说的20多万应该属于是大规模投机了，或者是装在大棚上面是一种新的产业模式。我说的2万的散户我跟他们交流过，每年发电自己可以用，富裕的再卖给电网。国家的原则是不会让老百姓吃亏的，要是和你说的一样动不动就跑路，很大程度上早就暴雷了。我处理光伏板的案件时间大约是18年左右，现在最早一批已经四五年了也没听说有什么问题,2023-03-24 04:34:11,1
空山鸟毛,3,明明是利好的视频，很多人却刷不到，,2023-03-21 07:27:24,2
陈叁叁叁,7,[藏狐]振兴农村很简单，降低生活成本，化肥种子农药涨疯了，原先烧煤取暖，现在烧气越来越穷,2023-03-23 18:05:38,0
小小的我就是,1,一开始就认为是个骗局，真要这么挣钱的话，荒山野岭多得是，为何要在你家屋顶安？总之教你怎么赚钱的人百分百是想赚你的钱。,2023-03-29 12:34:10,0
啵啵忄狼w,1,相关从业人员表示，你要自己掏的钱要五年起步回本，之后光伏板还能用几年我不好说[大笑],2023-03-29 10:55:56,1
一张站台票,1,国家电网:问过我了吗？你说把电卖给我？哈哈哈嗝,2023-03-29 08:13:14,0
碳素笔下黑X,1,"一是国内有一些人吃补贴骗补贴。
二是国外舆论压力。不想让中国发展。
剩下的是为了中国能够在短时间内发展壮大。",2023-03-29 00:42:55,0
穿上女装后我闺蜜很多,1,"交钱的别装，贷款7万，说好听点，每天卖电3年回本，那是按最高发电量算的，356天都是晴天吗，回本起码6年，你以为6年就可以？抱歉维修保养万套你2年，算起来8年才回本，是不是还觉得有2年赚？天真，10年保险过了，你后面还用，就得把2年的钱都拿出来，维护保养。
最后寻思7万块钱交电费10年都用不完，这玩意就是，骗维护，维修，后面动一下就上千元，信我的10万定期5年你稳赚",2023-03-28 23:54:10,1
吴越说客,1,阴阳双合同，投机狗最拿手的！,2023-03-28 21:44:46,1
醉花独饮三千客,1,项目是好的，只不过所有都被外包承包了，，你家装的都是二包或者三包了，最有可能的就是4或者5了，，好东西能轮到老百姓吗，自己想一下，别看合同啥的。项目是好项目，对国家，对厂商。如果你有实力和关系，直接和厂商国家签合同，那肯定能赚点钱，同样，你有实力有关系，却这点钱吗,2023-03-28 21:40:25,1
抽象门掌门人,1,甜，幸福,2023-03-27 14:24:15,2
钟书琴,1,我妈刚接到通知，就给我打电话，我立马制止，光维护这一个问题就太大，合同？大字不认识几个，签了就坑，我家绝对不给装,2023-03-27 11:45:27,1
兔兔兔纸兔纸,1,我就是在国企做固定资产投资测算的。长期投资项目一个要看收入的稳定性，电费补贴会面临一个政策退坡的问题，就是补贴逐渐变少到不再补贴，后续年度的维修费用以及大修重置费用要考虑。另外保险是不保不可抗力的。让农户贷款，说白了是让农户投资了一个项目，农户投资出资是屋顶的使用权，贷款是农户融资部分，利息其实就是农户在承担。投资的项目的所有风险都是农户的。光伏企业卖设备卖运维服务，金融机构放贷款。如果走的不是商贷，走的金融租赁，那么设备的所有权是融资租赁公司的。融资租赁公司的利息还比较高。农户投资了一个项目，自己在设备采购，运维，融资阶段均无议价权，投资能赚钱见鬼了。,2023-03-26 16:21:38,0
暧雨湮,1,我老爹装了42千瓦，自己出钱装的，十一万多，三年了，还有一年多回本,2023-03-24 10:07:20,1
陈叁叁叁,7,[藏狐]振兴农村很简单，降低生活成本，化肥种子农药涨疯了，原先烧煤取暖，现在烧气越来越穷,2023-03-23 18:05:38,0
梅子老师教语文,1,我家差点装了。合同里有坑，家里人不太懂，没仔细看。合同20年，期间如果拆迁，需要自己出钱买下设备，再给公司找到合适地方安装。,2023-03-23 10:40:47,1
iwoeix,1,其实就是到底是谁租谁的问题，是你租屋顶给他，还是你去银行贷款去买他的设备。很多人只看利益不看风险，推销人只跟你说利益，却没说过要承担的风险[tv_doge],2023-03-22 22:40:57,2
稚川痴梦,1,2011年听地理老师说过,2023-03-22 17:39:20,1
在路上的攻城狮,1,这个模式本身没问题，政策也有支持，搜一下整县推进。但是，现在有黑心商人在赚钱。,2023-03-22 11:11:22,0
Autopilot8,1,都是套路都是坑,2023-03-22 10:24:50,2
ma1234l2,2,也有公司到我加来装，我爸碍于狗屁老同学的面子就答应装了还签了字，然后人家设备都运家里了，我放假回家才知道这个事，找他们要合同，然后认真看合同之后发现是让我们自己贷款，我就发现是骗局了，给他们打电话让他们把设备拉走，他们谁不装要赔违约金，我就说我要报警，因为这是骗人签合同，借农户名义套国家钱。他们怕就把设备拉走了！,2023-03-22 06:59:59,0
凤羽恋雪,1,我家屋顶要晒谷子，没地方给你安装这玩意,2023-03-21 21:45:07,1
幸运见我就绕路,1,@爱困斯坦--,2023-03-21 21:27:42,2
账号已注销,1,百平一年一千多块钱，而且贷款的话的我征信差一年才能变白，不可能的事，我们这单纯就是租你地方,2023-03-21 21:25:13,1
小强的同学啊,1,自己购买设备自己安装能入网不？,2023-03-21 20:32:29,0
米酒香,1,我动态有光伏合同，是不是正规的呢？我反正不想签,2023-03-21 20:27:09,0
账号已注销,1,隆基出了个，向日葵，想要安全的收益可以搜索下这个。向日葵是隆基联合银行推出的产品。这家公司是世界上最大的光伏企业，我是股东,2023-03-21 20:18:45,0
MITCHEIL,1,凡是一个企业和银行搞到一起的时候，你就要小心了。不一定就是骗你，但你一定要小心,2023-03-21 19:39:37,2
良人当归即好o,1,我们家江苏徐州沛县的，合同25年，前十年给50一块租金，后15年30一块。合同很正常。现在农村也对合同很重视，只要是贷款的，根本没人装！,2023-03-21 19:17:28,0
良人当归即好o,1,我们家江苏徐州沛县的，合同25年，前十年给50一块租金，后15年30一块。合同很正常。现在农村也对合同很重视，只要是贷款的，根本没人装！,2023-03-21 19:17:28,0
狮然自若,1,说的很清楚，这就是现在不建议老家人安这个的原因，我可以把房顶租给你，但是，让我贷款让你赚钱，我疯了？,2023-03-21 19:07:46,2
郑昤,1,我家后面那户的就直接炸了，跟打雷似的。,2023-03-21 18:45:09,0
雪夜带伞没带刀,1,来找过我家，合同有一条是这样的：房屋拆迁必须光伏公司同意，不然不让拆，拆了之后还要给公司钱。,2023-03-21 16:41:55,1
鸡鸭猫狗和大鹅,1,60岁以上的身份证好像不行，只要一张身份证就行了，你在家等着就行了，安装光伏的什么都给你办了，说白了就是光伏公司和银行吃了好处，老百姓稀里糊涂的贷了20多万的贷款，还以为自己一分钱不出就能赚钱。主要还是要看清贷款方是谁，不要被光伏公司花言巧语骗了。,2023-03-21 16:04:07,0
草边河青青,1,老早都听说这个有骗局    不管真的假的 今年我们老家也装了 我告诉我爸 不差那点钱咱玩不懂 咱不沾,2023-03-21 14:06:13,1
_____问情,1,盗用他人视频声音。,2023-03-21 12:59:05,2
人間清省,1,纯扯蛋，希望不要信。,2023-03-21 12:36:16,2
书乱无章,6,我们这都按了，问我按不按，我说要纸质合同。他们说没有。我说那我给谁签合同，谁收电？他说你跟安装公司签就行，不管是不是骗人的。他们安装公司是真挣钱[doge][doge],2023-03-21 12:21:56,0
T37125,1,20年，这玩意确定能撑20年？,2023-03-21 11:23:20,0
李豆豆的主人,1,啊，这说的我有点担心了，我不经常回娘家，前两年的时候回去我爸按了一个在屋顶，就是每年给一千块钱，别的好像没有，应该就相当于出租屋顶了。,2023-03-21 10:58:10,1
摇摆Prince,1,签了合同就能贷款了？这贷款是不是放的太容易了,2023-03-21 10:02:11,2
lmmmmmmp,5,什么行业都有骗局。这个行业很早就起步了，以前都是国家砸钱养企业在大西北开发，现在技术起来了就在全国推广。毫不夸张的说，现在全球大部分的光伏都是中国生产的。光伏是国家能源战略的一部分，不止是户用在推进，工商业也有国企推进。我在得上一家公司是做户用的，是一家上市公司的子公司，背后大股东是国家电网。现在在设计院，合作方基本是地方城投，推进的是工商业。行业很成熟了，但不是夕阳产业，前景还是可以的。想想新能源汽车，国家刚大力扶持的时候不一样有很多骗补贴的，现在还在骗能能有几家。只能说这个行业户用门槛低，以前没啥人关注，这几年都慢慢传开了就有人想坏心思了。但不要质疑这个大行业，国家的新能源战略里光伏的比重不小的。因为身在这个行业，所以很能感受到国家对碳中和的决心。,2023-03-21 08:58:54,0
真爱粉_白嫖勇士,1,公司缺可以是有限责任公司！！！细品,2023-03-21 08:34:35,1
小眀鸭,1,我们那安装这个，一年才几百块，我一看这么少，直接没让我爸装了,2023-03-21 07:52:59,1
永远睡不醒的样子,1,前院装的   把我家院里的阳光遮的严严实实[妙啊],2023-03-20 22:42:11,1
我不是神经病啊,4,资本的每一滴毛孔都渗着血，就是来收割，不是做慈善,2023-03-21 00:54:43,2
不长指甲的鬼,1,还有一种骗局，以投资光伏发电的名义与当地政府谈租地，准备以低价从农户手里租，然后高价再租出去给真正干光伏的企业，中间商赚差价。,2023-03-21 21:26:25,0
松松最好了,1,贷款方是农户的话，贷款资金给到农户了吗？银行一次性给农户几十万，农户自己不知道？如果银行贷款资金不给到农户，银行仅凭一纸合同，怎么让农户还款？,2023-03-21 14:29:18,0
烟草小R9,1,说白了，不签合同就完了，东西在我家房顶，你按月按年给我钱，不给钱，拆你东西走人。签哪门子合同。我只负责收钱。[呲牙],2023-03-21 10:59:35,0
云中树1,2,都说不坑，那请问那些被坑的是什么原因呢？,2023-03-21 20:30:16,1
幼虫好多蛋白质,2,老家  空调 供暖  各种家电 一个月最多500块钱的电费！这玩意儿不管买还是租 都感觉在往死里亏  除非是那些电力去不到的地方  几万块的吧电又不够用  十几万的吧 太贵  够我用十几年的电费了,2023-03-21 06:37:56,1
靖鏖,0,光伏发电是真的，靠光伏发电卖钱是骗你的,2023-06-02 13:11:45,1
戒赌老姐,0,我弱弱问一句，在不知情的情况也能贷款吗？有那么容易的贷款吗,2023-05-20 23:52:04,2
戒赌老姐,0,贷款那么容易的吗,2023-05-20 23:48:37,0
小金阿银啊,0,看完视频，感觉视频标题可以改一下,2023-03-29 13:45:24,2
喂点解,0,应该农户给他们出分协议，你装可以但每个月农户要有多少钱，还有光伏设备坏以农户没有任何关系。    还有就是你设备放在我这里凭什么我要和你签合同？[doge],2023-03-29 09:07:40,0
刃吾行,0,成本远大于收益,2023-03-29 03:13:47,0
天才樱木花道啊,0,大西北几万亩荒无人烟的戈壁不去，为啥去村里？,2023-03-29 01:15:36,2
东方一大雕,0,21年前农户贷款国家层面已经叫停了，只能租赁形式，专业光伏风电十几年从业人员,2023-03-28 23:42:50,0
无畏心凝,0,宅基地是集体财产，不是农户个人的，根本不能做抵押物,2023-03-28 21:56:49,0
紫菜哥哥哥,0,别贪这些钱，贪小失大,2023-03-28 21:21:15,0
被迫再注册一次,0,国家补贴高那会，会看合同的人找正规渠道可以搞。上门推销的都是夹了很多套路在里面,2023-03-28 19:09:58,0
星魂love,0,注意不被坑其实还是不错的，这样可以省自己做遮阳还有钱拿，阳光足顶层一般住不了人,2023-03-28 19:07:31,1
d368570,0,不是光伏坑人，是人坑人。,2023-03-28 19:00:18,0
遇事就是对对对,0,这玩意啊，我和你说，只有政府的安全点，我妈老家以前就搞过，私人企业10个里面9个包皮公司或者说就是骗钱公司。我妈老家那里被骗了十几家之后zf下场把他们家的全包了，不过被骗的钱不保赔，因为确实那个公告上有一行小字是zf统一安排外任何后果自负,2023-03-28 18:13:12,1
拉黑我-你就是理亏,0,以前的家电下乡,2023-03-28 11:13:57,0
一式一爆足,0,放心，这套设备绝对抵不了贷款[吃瓜],2023-03-28 10:24:22,1
拳师走开,0,我们这儿说是30年。 时间太长了。  没装,2023-03-28 04:16:41,1
か裸奔的豆沙包,0,签的合同要看是不是房屋租赁合同吧，我家签的就是房屋租赁合同,2023-03-27 22:53:15,0
LGH850,0,现在农民骗多了他们也不傻，外地的人来一般都有当地的村委会的人陪同农民才敢接受你这东西，要不然大部分的人都不理你。,2023-03-27 20:56:01,1
凡人翻身,0,有电子合同的，以电子合同为主，你和这个公司签的没什么作用，公司只是皮包公司，擦屁股走人你也没法，大部分电子合同你看不到，不知不觉就背贷了，银行难道治不了你吗？[微笑][微笑][微笑],2023-03-27 16:47:44,0
腚疼勿吃辣,0,我们村第一家正在装,2023-03-27 15:58:32,0
统统清除,0,我去，我今天才去听说这个，不过说农户不用出钱都是他们出，然后有什么问题他们解决，说以前那种模式淘汰了[微笑],2023-03-27 00:12:10,0
pjw94,0,这个是不是就没第三方银行，只有乙方公司向甲方户主租屋顶,2023-03-26 15:12:17,1
这笔单我来买,0,总而言之就是签任何合同的时候，一定要去分析一下合同条款,2023-03-26 15:00:02,0
Caligula是卡不是CA,0,一听就烦,2023-03-26 12:48:14,0
桃几我又双叒来了,0,我记得我家楼顶上装了，一年用电都没花钱（大功率电器少），而且年底还会给钱给我们[嗑瓜子],2023-03-26 12:44:14,1
我还活着捏,0,不是，那贷款那笔钱呢？被谁拿了？,2023-03-26 10:23:56,0
花翠与草飘,0,原来是小号啊，我说声音怎么这么熟悉呢,2023-03-26 01:35:15,2
小兔崽籽镓一,0,五大电力集团一般都不会有问题🤨也一般不会这样签约,2023-03-25 09:40:28,0
诸葛先生715,0,我怀疑，你有没有看过合同是什么样的？没见过就不要在这乱说话,2023-03-24 20:28:03,2
天下不同,0,"转移风险，
公司良心，坏了！！",2023-03-24 13:34:00,2
凌晨一点不睡,0,我上个月也签了一个正泰本地代理商的屋顶租赁合同，但是有一个正泰金顶宝电子合同拿我手机操作完，我看都没看到，打正泰电话也不给，一个多月过去了，安装的还没来，给我来这一手，要不是我多了个心眼，怕是被坑了，给我玩阴阳合同,2023-03-24 10:23:40,1
华北雨,0,我是做光伏的，大家有想了解的可以问我。大家一定要分清谁是骗子。,2023-03-24 07:25:28,0
请让我滚去赚钱,0,我在人民网看的，有个人专门在村里做这个，然后给村民维修，获得大家一致好评,2023-03-24 06:04:55,1
陌丨梁,0,很多情况下是公司以农户的名义办理贷款，抵押物是光伏设备，而公司是作为担保方，如果出现违约而农户拒绝支付贷款在没收设备后仍然无法偿还的，要要求担保方代为偿还。需要警惕的是好的公司在合同上写明的是，公司租赁农户屋顶安装设备，以农户名义办理贷款由公司代为偿还，并支付农户设备维护费用。而坑货公司写的是，由农户办理贷款租赁公司设备。,2023-03-23 23:09:23,0
小爱同学召唤小冰,0,全说商业？,2023-03-23 21:48:46,2
